407,1,1,,,,
408,2,9,2,,,
409,3,7,8,4,,
410,3,8,10,8,,
411,1,9,,,,
412,1,3,,,,
413,5,7,5,10,4,2
414,3,8,4,2,,
415,5,10,7,9,1,4
416,2,6,7,,,
417,4,6,9,1,5,
418,5,4,7,6,5,6
419,3,10,6,6,,
420,4,10,10,4,7,
421,3,3,10,8,,
422,3,8,2,4,,
423,5,2,8,1,4,3
424,5,8,8,4,4,5
425,4,3,1,2,2,
426,1,1,,,,
427,5,10,2,9,5,4
428,1,9,,,,
429,5,4,1,8,6,2
430,3,2,9,10,,
431,2,6,10,,,
432,4,10,10,9,2,
433,3,2,7,8,,
434,3,4,5,1,,
435,3,1,7,10,,
436,2,9,8,,,
437,2,10,2,,,
438,2,1,3,,,
439,1,1,,,,
440,3,4,3,5,,
441,3,3,7,9,,
442,3,3,5,3,,
443,3,2,5,4,,
444,2,3,5,,,
445,4,7,10,3,5,
446,2,7,4,,,
447,4,2,4,4,4,
448,3,1,5,6,,
449,1,7,,,,
450,3,2,6,5,,
451,3,4,3,7,,
452,2,1,2,,,
453,5,8,4,2,6,3
454,5,7,2,2,8,4
455,4,8,5,7,3,
456,1,8,,,,
457,5,8,4,8,9,3
458,5,5,3,1,6,6
459,1,6,,,,
460,5,2,6,7,10,2
461,3,10,9,1,,
462,1,2,,,,
463,1,1,,,,
464,4,3,1,10,6,
465,1,4,,,,
466,5,3,3,7,10,6
467,3,7,6,3,,
468,1,4,,,,
469,2,8,3,,,
470,3,7,3,4,,
471,4,3,9,9,3,
472,3,6,6,7,,
473,4,3,4,8,9,
474,2,8,2,,,
475,5,3,8,3,8,8
476,1,10,,,,
477,5,2,2,7,6,1
478,3,3,9,8,,
479,1,3,,,,
480,5,8,2,10,7,1
481,4,3,8,10,5,
482,1,5,,,,
483,5,7,3,3,7,7
484,4,9,4,3,5,
485,1,7,,,,
486,1,1,,,,
487,1,4,,,,
488,4,6,10,6,8,
489,3,8,9,7,,
490,1,8,,,,
491,5,10,9,1,4,10
492,1,3,,,,
493,1,10,,,,
494,3,5,1,2,,
495,2,2,3,,,
496,4,1,7,5,3,
497,4,3,7,5,5,
498,3,3,3,4,,
499,1,7,,,,
500,2,3,8,,,
501,3,2,10,4,,
502,4,3,6,9,1,
503,3,3,5,3,,
504,3,2,5,10,,
505,2,4,6,,,
506,2,1,4,,,
507,5,4,1,10,6,1
508,5,2,10,10,10,7
509,3,8,7,10,,
510,3,1,5,4,,
511,3,10,2,4,,
512,1,9,,,,
513,3,5,6,1,,
514,4,1,8,9,1,
515,3,1,6,9,,
516,3,5,1,5,,
517,3,3,7,10,,
518,4,6,3,9,7,
519,4,2,1,1,9,
520,2,5,8,,,
521,2,6,1,,,
522,5,4,5,3,10,8
523,2,9,3,,,
524,3,5,4,9,,
525,2,1,3,,,
526,2,2,10,,,
527,4,5,6,3,5,
528,5,5,4,9,9,5
529,5,3,9,7,8,4
530,3,9,6,7,,
531,4,8,4,9,7,
532,3,5,5,5,,
533,4,6,10,3,4,
534,4,5,7,7,3,
535,2,10,7,,,
536,4,4,9,3,9,
537,5,3,8,2,6,3
538,1,9,,,,
539,5,8,7,4,2,6
540,5,10,6,9,6,5
541,4,7,3,9,8,
542,1,8,,,,
543,1,9,,,,
544,2,2,2,,,
545,2,2,5,,,
546,4,10,4,3,5,
547,5,9,3,3,4,7
548,1,10,,,,
549,5,4,1,7,8,2
550,2,3,1,,,
551,1,5,,,,
552,4,4,9,6,8,
553,2,9,6,,,
554,4,8,7,6,7,
555,4,7,9,10,7,
556,5,9,5,8,7,5
557,3,8,1,4,,
558,4,1,3,9,4,
559,5,8,4,9,10,10
560,2,6,6,,,
561,4,5,7,10,5,
562,2,4,3,,,
563,3,10,10,5,,
564,4,5,4,6,3,
565,1,5,,,,
566,4,4,9,2,6,
567,3,6,8,1,,
568,2,10,6,,,
569,3,8,9,7,,
570,3,7,5,6,,
571,1,8,,,,
572,3,2,3,8,,
573,3,5,10,4,,
574,4,2,4,4,3,
575,1,7,,,,
576,5,10,2,8,7,4
577,2,5,8,,,
578,3,7,1,2,,
579,2,2,4,,,
580,2,2,4,,,
581,4,8,3,5,10,
582,5,2,8,7,6,4
583,5,3,5,4,9,9
584,1,2,,,,
585,4,3,9,3,8,
586,1,6,,,,
587,3,8,9,8,,
588,5,2,3,9,1,5
589,4,2,5,10,4,
590,1,5,,,,
591,2,3,8,,,
592,5,10,10,8,7,2
593,2,1,8,,,
594,4,6,9,8,7,
595,3,10,10,1,,
596,2,2,6,,,
597,3,10,4,4,,
598,3,7,3,6,,
599,2,8,2,,,
600,2,4,3,,,
601,2,6,3,,,
602,1,7,,,,
603,3,3,5,1,,
604,4,3,10,5,9,
605,5,3,9,8,6,2
606,2,7,5,,,
607,1,3,,,,
608,4,5,1,6,5,
609,1,8,,,,
610,1,1,,,,
611,2,4,2,,,
612,1,4,,,,
613,3,5,2,6,,
614,5,8,10,7,10,4
615,1,3,,,,
616,5,8,8,7,5,3
617,5,5,7,10,7,9
618,1,3,,,,
619,4,10,1,1,7,
620,5,4,3,1,2,7
621,5,5,9,7,7,5
622,1,1,,,,
623,2,4,7,,,
624,2,4,6,,,
625,3,3,9,8,,
626,2,2,4,,,
627,1,10,,,,
628,3,2,10,1,,
629,2,4,7,,,
630,2,2,6,,,
631,3,1,2,3,,
632,1,7,,,,
633,3,6,7,4,,
634,3,5,7,9,,
635,3,2,6,3,,
636,2,7,8,,,
637,1,1,,,,
638,3,6,7,8,,
639,5,4,2,1,4,8
640,1,1,,,,
641,2,4,2,,,
642,5,6,3,8,4,2
643,5,3,3,8,4,2
644,3,7,3,1,,
645,4,7,10,4,10,
646,1,1,,,,
647,1,7,,,,
648,1,6,,,,
649,4,7,8,6,3,
650,2,1,9,,,
651,5,7,3,1,7,3
652,4,9,2,2,9,
653,5,3,1,6,7,9
654,3,3,3,4,,
655,5,1,9,10,9,2
656,5,1,9,8,2,4
657,4,2,10,1,6,
658,2,2,9,,,
659,5,7,10,6,10,8
660,2,9,8,,,
661,5,5,6,4,6,1
662,5,5,7,6,5,7
663,1,4,,,,
664,1,4,,,,
665,3,6,3,9,,
666,5,6,4,10,2,8
667,5,2,8,3,7,8
668,1,9,,,,
669,3,2,1,8,,
670,5,8,2,2,1,2
671,3,10,2,9,,
672,1,10,,,,
673,1,10,,,,
674,1,10,,,,
675,5,2,10,2,2,8
676,3,10,10,3,,
677,5,3,3,10,2,5
678,2,4,5,,,
679,1,8,,,,
680,5,8,6,10,2,10
681,3,2,6,8,,
682,1,7,,,,
683,1,10,,,,
684,2,9,1,,,
685,4,7,2,10,6,
686,1,3,,,,
687,2,3,9,,,
688,3,3,10,9,,
689,4,10,6,5,8,
690,1,2,,,,
691,2,2,6,,,
692,1,10,,,,
693,2,9,3,,,
694,2,9,4,,,
695,4,2,3,9,10,
696,2,2,8,,,
697,5,4,1,7,7,3
698,2,4,5,,,
699,2,9,9,,,
700,1,7,,,,
701,5,8,2,3,6,7
702,3,2,2,6,,
703,3,6,1,7,,
704,5,4,3,5,3,8
705,3,10,6,5,,
706,3,1,6,2,,
707,3,3,8,10,,
708,3,2,9,9,,
709,4,3,6,4,1,
710,2,7,1,,,
711,1,3,,,,
712,4,5,2,8,3,
713,2,7,4,,,
714,3,8,1,8,,
715,2,6,10,,,
716,1,6,,,,
717,2,8,1,,,
718,5,8,5,5,4,4
719,3,2,8,10,,
720,2,8,4,,,
721,5,9,7,1,10,6
722,2,5,4,,,
723,1,7,,,,
724,4,9,6,8,6,
725,5,10,4,1,5,2
726,4,2,7,6,4,
727,3,1,9,5,,
728,1,8,,,,
729,4,2,8,4,8,
730,5,3,8,10,1,9
731,5,10,7,1,10,1
732,1,7,,,,
733,3,10,1,6,,
734,4,7,2,6,8,
735,4,3,1,8,8,
736,4,10,1,6,10,
737,2,2,4,,,
738,4,4,10,1,3,
739,3,6,1,10,,
740,1,5,,,,
741,3,2,5,2,,
742,4,7,9,6,2,
743,1,9,,,,
744,3,1,10,2,,
745,3,7,2,6,,
746,2,6,1,,,
747,2,6,4,,,
748,1,8,,,,
749,4,5,4,9,2,
750,2,7,8,,,
751,5,6,9,7,5,4
752,3,4,10,7,,
753,5,1,9,3,9,5
754,2,3,8,,,
755,5,4,1,6,6,6
756,2,2,6,,,
757,1,2,,,,
758,2,8,7,,,
759,1,4,,,,
760,1,3,,,,
761,3,8,8,1,,
762,3,10,7,1,,
763,3,2,6,7,,
764,5,6,8,9,7,4
765,1,3,,,,
766,3,6,5,8,,
767,2,7,4,,,
768,3,2,6,10,,
769,5,5,3,10,5,1
770,3,10,6,1,,
771,5,6,10,5,1,8
772,4,10,3,8,1,
773,2,3,3,,,
774,1,1,,,,
775,4,4,7,6,7,
776,3,3,4,4,,
777,5,1,10,6,7,4
778,4,9,3,8,1,
779,4,7,1,3,6,
780,4,7,2,2,1,
781,2,10,2,,,
782,1,8,,,,
783,2,3,2,,,
784,2,10,3,,,
785,3,5,10,5,,
786,1,9,,,,
787,2,3,2,,,
788,1,8,,,,
789,2,7,9,,,
790,3,2,10,3,,
791,4,6,9,8,4,
792,3,1,8,9,,
793,3,2,6,9,,
794,1,8,,,,
795,2,3,10,,,
796,2,9,3,,,
797,2,4,5,,,
798,4,9,4,6,9,
799,2,9,1,,,
800,1,4,,,,
801,5,6,8,3,8,1
802,4,4,6,3,5,
803,1,2,,,,
804,4,4,10,10,7,
805,2,7,7,,,
806,2,3,8,,,
807,1,4,,,,
808,5,3,3,5,10,4
809,1,4,,,,
810,1,7,,,,
811,2,4,9,,,
812,2,7,7,,,
813,3,5,9,5,,
814,2,4,9,,,
815,3,3,7,1,,
816,4,7,1,10,4,
817,4,6,2,8,10,
818,3,6,4,7,,
819,2,3,1,,,
820,1,3,,,,
821,3,9,4,9,,
822,2,6,6,,,
823,3,10,10,7,,
824,4,9,5,5,9,
825,4,8,5,1,1,
826,3,9,1,2,,
827,4,7,3,8,7,
828,2,9,7,,,
829,5,3,1,10,6,1
830,1,5,,,,
831,2,4,2,,,
832,3,5,9,10,,
833,1,2,,,,
834,3,8,5,10,,
835,1,7,,,,
836,4,7,3,6,6,
837,4,2,6,8,8,
838,1,8,,,,
839,2,8,4,,,
840,5,2,4,4,6,4
841,1,2,,,,
842,2,2,6,,,
843,5,10,4,5,8,5
844,3,1,10,3,,
845,1,8,,,,
846,3,10,6,8,,
847,2,1,1,,,
848,5,2,1,1,6,9
849,3,9,7,1,,
850,3,6,5,3,,
851,3,7,2,4,,
852,2,7,2,,,
853,2,7,8,,,
854,2,4,2,,,
855,2,3,3,,,
856,5,5,6,6,10,5
857,4,6,6,5,5,
858,1,8,,,,
859,3,10,3,6,,
860,3,4,3,9,,
861,5,9,7,5,9,6
862,3,6,5,5,,
863,5,8,2,6,1,3
864,3,1,4,5,,
865,5,10,6,4,6,7
866,5,1,8,1,2,1
867,4,5,9,10,4,
868,1,2,,,,
869,5,5,3,9,3,5
870,3,8,7,1,,
871,2,1,4,,,
872,1,1,,,,
873,5,5,4,5,10,8
874,5,4,1,5,1,2
875,4,5,5,5,6,
876,3,6,9,8,,
877,5,6,10,3,7,8
878,2,3,5,,,
879,5,9,10,4,8,10
880,3,1,3,4,,
881,5,2,3,7,10,1
882,4,8,8,10,4,
883,5,7,9,2,2,7
884,5,10,4,6,10,3
885,5,3,1,8,1,3
886,5,4,7,7,1,7
887,5,9,1,3,2,8
888,5,6,2,9,5,10
889,4,10,4,7,2,
890,1,5,,,,
891,3,5,6,1,,
892,5,2,4,9,3,4
893,3,2,7,10,,
894,2,5,10,,,
895,1,1,,,,
896,1,1,,,,
897,5,7,2,3,1,3
898,1,9,,,,
899,4,10,9,7,1,
900,1,1,,,,
901,1,6,,,,
902,4,7,9,8,8,
903,4,10,4,10,6,
904,1,6,,,,
905,3,4,5,4,,
906,5,7,10,5,6,1
907,4,9,3,8,5,
908,4,9,7,10,8,
909,2,6,8,,,
910,2,9,7,,,
911,5,3,7,10,3,6
912,2,6,9,,,
913,1,4,,,,
914,1,6,,,,
915,3,9,3,5,,
916,4,8,9,10,1,
917,1,10,,,,
918,5,6,5,8,3,4
919,1,6,,,,
920,4,4,10,9,6,
921,2,5,1,,,
922,1,6,,,,
923,2,10,8,,,
924,2,3,3,,,
925,2,5,1,,,
926,5,1,2,5,6,8
927,4,8,10,1,4,
928,2,4,7,,,
929,1,9,,,,
930,5,3,5,7,5,10
931,4,3,2,6,10,
932,4,3,6,8,3,
933,2,4,6,,,
934,3,8,1,10,,
935,5,8,9,3,5,5
936,1,10,,,,
937,1,8,,,,
938,1,6,,,,
939,5,10,4,7,4,6
940,4,3,9,4,10,
941,1,9,,,,
942,3,10,2,1,,
943,5,9,4,6,8,1
944,1,4,,,,
945,5,8,5,7,2,9
946,1,2,,,,
947,3,9,7,10,,
948,4,6,9,8,1,
949,5,5,4,6,5,9
950,2,3,8,,,
951,4,5,3,8,2,
952,2,3,7,,,
953,5,3,3,3,6,5
954,4,8,8,1,3,
955,2,5,5,,,
956,1,1,,,,
957,4,1,2,4,3,
958,2,8,3,,,
959,3,1,1,10,,
960,5,1,3,7,8,6
961,3,6,7,5,,
962,5,8,1,10,1,8
963,1,1,,,,
964,3,7,4,7,,
965,2,4,1,,,
966,5,6,3,4,8,1
967,3,5,4,6,,
968,2,7,10,,,
969,5,10,10,9,7,8
970,2,6,2,,,
971,2,1,9,,,
972,3,8,3,5,,
973,4,6,4,9,5,
974,5,8,7,5,10,4
975,2,3,4,,,
976,4,9,7,9,8,
977,5,4,9,7,10,7
978,4,8,5,7,10,
979,2,5,3,,,
980,2,6,7,,,
981,1,7,,,,
982,3,5,4,6,,
983,2,1,6,,,
984,2,2,6,,,
985,1,7,,,,
986,3,9,7,10,,
987,5,10,5,8,1,8
988,3,1,6,2,,
989,2,7,9,,,
990,2,7,2,,,
991,3,2,5,6,,
992,4,3,5,9,8,
993,5,10,3,10,10,1
994,3,8,8,9,,
995,4,3,10,2,9,
996,4,8,4,6,4,
997,3,2,6,1,,
998,4,10,9,4,1,
999,3,7,5,8,,
1000,4,3,7,8,1,
1001,2,5,7,,,
1002,4,10,1,10,6,
1003,3,8,10,6,,
1004,5,4,1,10,8,6
1005,5,4,5,5,4,8
1006,1,7,,,,
1007,2,6,8,,,
1008,1,10,,,,
1009,5,9,8,1,1,2
1010,1,2,,,,
1011,4,7,8,2,1,
1012,4,4,10,10,1,
1013,2,6,9,,,
1014,1,4,,,,
1015,2,2,7,,,
1016,4,3,8,7,3,
1017,3,2,4,4,,
1018,5,3,6,10,9,5
1019,1,8,,,,
1020,5,5,3,10,10,4
1021,3,3,10,10,,
1022,3,10,5,6,,
1023,4,7,6,4,3,
1024,4,1,10,10,7,
1025,5,7,9,10,3,9
1026,5,8,2,2,6,4
1027,3,7,1,5,,
1028,4,1,4,1,2,
1029,2,1,6,,,
1030,2,2,4,,,
1031,2,9,8,,,
1032,2,2,4,,,
1033,5,2,8,10,2,5
1034,1,7,,,,
1035,2,2,10,,,
1036,4,7,10,2,7,
1037,1,1,,,,
1038,2,4,3,,,
1039,1,5,,,,
1040,5,2,1,7,8,5
1041,1,7,,,,
1042,3,3,5,1,,
1043,3,5,4,6,,
1044,3,4,6,4,,
1045,1,1,,,,
1046,3,10,5,10,,
1047,4,9,5,3,4,
1048,5,6,6,8,4,2
1049,4,3,9,9,2,
1050,1,2,,,,
1051,5,3,10,6,4,2
1052,5,7,1,9,2,9
1053,2,4,8,,,
1054,3,1,1,10,,
1055,3,9,6,5,,
1056,2,2,3,,,
1057,1,6,,,,
1058,4,5,7,1,10,
1059,1,8,,,,
1060,4,3,1,4,9,
1061,4,6,9,5,1,
1062,5,10,3,8,1,2
1063,2,6,1,,,
1064,1,8,,,,
1065,2,10,6,,,
1066,2,10,7,,,
1067,2,8,3,,,
1068,2,3,9,,,
1069,2,10,8,,,
1070,4,10,8,7,7,
1071,5,7,6,10,1,2
1072,5,4,1,2,6,2
1073,4,7,5,6,5,
1074,3,9,1,2,,
1075,1,4,,,,
1076,1,3,,,,
1077,4,2,9,3,4,
1078,4,2,4,5,4,
1079,1,10,,,,
1080,5,7,6,4,3,8
1081,2,10,10,,,
1082,5,1,10,10,5,6
1083,3,4,10,4,,
1084,4,9,8,7,5,
1085,3,4,3,7,,
1086,2,2,5,,,
1087,4,6,9,1,3,
1088,1,3,,,,
1089,1,7,,,,
1090,5,1,5,9,9,4
1091,4,3,5,1,6,
1092,5,10,10,9,9,1
1093,3,6,6,8,,
1094,3,5,2,7,,
1095,3,2,1,9,,
1096,4,4,3,2,2,
1097,4,8,7,4,1,
1098,3,2,6,3,,
1099,3,3,8,6,,
1100,5,8,1,1,10,1
1101,4,9,1,7,2,
1102,4,10,2,3,4,
1103,3,5,8,9,,
1104,4,5,7,4,5,
1105,3,5,10,6,,
1106,3,8,3,10,,
1107,1,3,,,,
1108,3,4,4,7,,
1109,4,9,9,3,10,
1110,1,5,,,,
1111,5,8,6,3,6,3
1112,3,6,3,10,,
1113,2,6,2,,,
1114,3,3,10,3,,
1115,4,6,2,10,4,
1116,5,4,9,1,1,5
1117,4,5,2,10,2,
1118,3,8,7,4,,
1119,1,3,,,,
1120,3,8,5,5,,
1121,4,7,2,3,8,
1122,3,1,6,4,,
1123,3,9,1,2,,
1124,5,10,10,7,5,5
1125,4,4,9,7,4,
1126,2,8,3,,,
1127,2,2,3,,,
1128,4,2,10,9,1,
1129,5,6,4,3,3,8
1130,1,5,,,,
1131,2,8,8,,,
1132,1,5,,,,
1133,5,2,2,6,2,10
1134,3,10,5,9,,
1135,5,6,7,4,4,3
1136,1,10,,,,
1137,4,1,3,6,10,
1138,5,3,1,4,7,7
1139,3,2,2,4,,
1140,1,8,,,,
1141,4,6,10,1,6,
1142,5,9,3,5,4,6
1143,2,4,1,,,
1144,2,10,9,,,
1145,3,10,9,6,,
1146,3,6,5,4,,
1147,4,2,4,5,7,
1148,3,8,2,5,,
1149,5,3,4,5,4,1
1150,3,10,4,6,,
1151,2,3,2,,,
1152,3,6,8,6,,
1153,5,6,1,6,10,4
1154,2,9,1,,,
1155,5,5,7,7,5,7
1156,4,6,2,9,1,
1157,5,10,2,1,4,7
1158,5,8,2,10,6,3
1159,5,10,1,4,9,3
1160,4,7,2,1,8,
1161,5,2,4,1,3,9
